ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
4111,Basculegion,Clear Amulet,Swift Swim,Water,Last Respects,Aqua Jet,Wave Crash,Protect
4111,Pelipper,Damp Rock,Drizzle,Water,Hurricane,Weather Ball,Wide Guard,Protect
4111,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect
4111,Archaludon,Assault Vest,Stamina,Stellar,Body Press,Electro Shot,Flash Cannon,Draco Meteor
4111,Chi-Yu,Choice Specs,Beads of Ruin,Water,Heat Wave,Dark Pulse,Snarl,Tera Blast
4111,Amoonguss,Rocky Helmet,Regenerator,Grass,Spore,Rage Powder,Pollen Puff,Protect
4112,Urshifu,Black Glasses,Unseen Fist,Poison,Wicked Blow,Sucker Punch,Close Combat,Detect
4112,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Protect,Icy Wind,Moonblast
4112,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Flare Blitz,Parting Shot
4112,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Draco Meteor,Snarl
4112,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Substitute,Protect,Sludge Bomb
4112,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4113,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me
4113,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Icy Wind
4113,Roaring Moon,Booster Energy,Protosynthesis,Flying,Protect,Acrobatics,Knock Off,Dragon Dance
4113,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Rage Powder,Spore,Pollen Puff
4113,Incineroar,Sitrus Berry,Intimidate,Ghost,Parting Shot,Throat Chop,Fake Out,Flare Blitz
4113,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Snarl,Thunderclap,Draco Meteor
4114,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect
4114,Incineroar,Iapapa Berry,Intimidate,Ghost,Flare Blitz,Parting Shot,Fake Out,Snarl
4114,Tornadus,Sitrus Berry,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect
4114,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
4114,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect
4114,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Dazzling Gleam,Nasty Plot,Protect
4115,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Pollen Puff,Rage Powder,Protect
4115,Kingambit,Assault Vest,Defiant,Fairy,Kowtow Cleave,Sucker Punch,Iron Head,Low Kick
4115,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song
4115,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Horn Leech,Ivy Cudgel,Follow Me,Spiky Shield
4115,Gouging Fire,Booster Energy,Protosynthesis,Grass,Breaking Swipe,Heat Crash,Howl,Burning Bulwark
4115,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect
4116,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Swords Dance,Sucker Punch,Protect
4116,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song
4116,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,High Horsepower,Grassy Glide,Fake Out
4116,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Protect,Trick Room
4116,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4116,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Burning Bulwark,Howl
4117,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4117,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Overheat,Snarl,Dark Pulse,Heat Wave
4117,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Protect
4117,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Earth Power,Sludge Bomb,Spiky Shield
4117,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect
4117,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect
4118,Articuno-Galar,Safety Goggles,Competitive,Ground,Freezing Glare,Trick Room,Tera Blast,Protect
4118,Magmar,Eviolite,Flame Body,Grass,Flamethrower,Taunt,Follow Me,Protect
4118,Kommo-o,Leftovers,Overcoat,Steel,Iron Head,Protect,Body Press,Iron Defense
4118,Ting-Lu,Assault Vest,Vessel of Ruin,Fairy,Heavy Slam,Stomping Tantrum,Tera Blast,Throat Chop
4118,Flutter Mane,Focus Sash,Protosynthesis,Stellar,Moonblast,Icy Wind,Protect,Shadow Ball
4118,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Protect,Rage Powder,Spore
4119,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Protect,Taunt
4119,Dragonite,Assault Vest,Inner Focus,Steel,Extreme Speed,Stomping Tantrum,Iron Head,Aerial Ace
4119,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sacred Sword,Throat Chop,Protect
4119,Entei,Life Orb,Inner Focus,Grass,Extreme Speed,Sacred Fire,Protect,Stomping Tantrum
4119,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4119,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem
4120,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
4120,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4120,Grimmsnarl,Light Clay,Prankster,Ghost,Thunder Wave,Spirit Break,Light Screen,Parting Shot
4120,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Calm Mind,Protect
4120,Entei,Sitrus Berry,Inner Focus,Grass,Sacred Fire,Stomping Tantrum,Snarl,Protect
4120,Rillaboom,Assault Vest,Grassy Surge,Grass,Fake Out,Grassy Glide,High Horsepower,U-turn
4121,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Swords Dance,Spiky Shield
4121,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect
4121,Incineroar,Sitrus Berry,Intimidate,Water,Flare Blitz,U-turn,Parting Shot,Fake Out
4121,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Tera Blast,Dragon Pulse
4121,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
4121,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
4122,Dondozo,Rocky Helmet,Unaware,Grass,Wave Crash,Order Up,Earthquake,Protect
4122,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Overheat,Heat Wave,Dark Pulse,Snarl
4122,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Mortal Spin,Spiky Shield
4122,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Protect,Taunt
4122,Tatsugiri-Droopy,Choice Scarf,Commander,Steel,Muddy Water,Draco Meteor,Icy Wind,Sleep Talk
4122,Urshifu,Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Detect
4123,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Protect,Icy Wind
4123,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Spiky Shield,Horn Leech,Ivy Cudgel
4123,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield
4123,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Snarl,Overheat
4123,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
4123,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Sunny Day,Protect,Tailwind
4124,Gholdengo,Metal Coat,Good as Gold,Dragon,Protect,Nasty Plot,Make It Rain,Shadow Ball
4124,Porygon2,Eviolite,Download,Poison,Recover,Trick Room,Tera Blast,Ice Beam
4124,Amoonguss,Rocky Helmet,Regenerator,Fairy,Protect,Rage Powder,Spore,Pollen Puff
4124,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Detect,Aqua Jet,Close Combat,Surging Strikes
4124,Landorus,Life Orb,Sheer Force,Poison,Protect,Substitute,Earth Power,Sludge Bomb
4124,Incineroar,Safety Goggles,Intimidate,Ghost,Parting Shot,Fake Out,Flare Blitz,Knock Off
4125,Raging Bolt,Assault Vest,Protosynthesis,Electric,Draco Meteor,Thunderclap,Thunderbolt,Snarl
4125,Incineroar,Wiki Berry,Intimidate,Grass,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot
4125,Roaring Moon,Booster Energy,Protosynthesis,Flying,Acrobatics,Knock Off,Protect,Dragon Dance
4125,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
4125,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Pollen Puff,Rage Powder,Protect
4125,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song
4126,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Hyper Voice,Dazzling Gleam,Imprison,Trick Room
4126,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4126,Heatran,Life Orb,Flash Fire,Bug,Flamethrower,Flash Cannon,Earth Power,Protect
4126,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
4126,Landorus-Therian,Choice Scarf,Intimidate,Flying,Rock Slide,Stomping Tantrum,U-turn,Tera Blast
4126,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Thunderbolt
4127,Tornadus,Covert Cloak,Prankster,Steel,Rain Dance,Taunt,Tailwind,Bleakwind Storm
4127,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Sludge Bomb,Substitute,Protect
4127,Indeedee-F,Sitrus Berry,Psychic Surge,Grass,Imprison,Psychic,Follow Me,Trick Room
4127,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
4127,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,U-turn,Close Combat,Aqua Jet
4127,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
4128,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Dark Pulse,Overheat,Heat Wave,Snarl
4128,Glimmora,Power Herb,Toxic Debris,Grass,Spiky Shield,Meteor Beam,Earth Power,Sludge Bomb
4128,Tornadus,Rocky Helmet,Prankster,Steel,Tailwind,Bleakwind Storm,Protect,Sunny Day
4128,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
4128,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Protect,Icy Wind
4128,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4129,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
4129,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Knock Off
4129,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Ice Spinner,U-turn
4129,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect
4129,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Fake Out,Grassy Glide,U-turn
4129,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
4130,Incineroar,Sitrus Berry,Intimidate,Grass,Knock Off,Flare Blitz,Parting Shot,Fake Out
4130,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,U-turn,Aqua Jet,Close Combat,Surging Strikes
4130,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Rain Dance,Bleakwind Storm,Protect
4130,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Thunder,Moonblast
4130,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Protect,Pollen Puff
4130,Archaludon,Assault Vest,Stamina,Fairy,Electro Shot,Body Press,Flash Cannon,Draco Meteor
4131,Kingambit,Assault Vest,Defiant,Dragon,Sucker Punch,Kowtow Cleave,Iron Head,Low Kick
4131,Gallade,Clear Amulet,Sharpness,Grass,Psycho Cut,Sacred Sword,Wide Guard,Trick Room
4131,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Helping Hand,Trick Room,Dazzling Gleam
4131,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Wood Hammer,Stomping Tantrum
4131,Hatterene,Life Orb,Magic Bounce,Psychic,Expanding Force,Trick Room,Dazzling Gleam,Protect
4131,Torkoal,Charcoal,Drought,Fire,Heat Wave,Eruption,Earth Power,Protect
4132,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off
4132,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4132,Tornadus,Covert Cloak,Prankster,Flying,Tailwind,Rain Dance,Bleakwind Storm,Protect
4132,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect
4132,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
4132,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Icy Wind,Protect
4133,Iron Hands,Clear Amulet,Quark Drive,Fire,Fake Out,Heavy Slam,Close Combat,Wild Charge
4133,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect
4133,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Spiky Shield,Follow Me
4133,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Tailwind,Protect,Taunt
4133,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room
4133,Urshifu,Focus Sash,Unseen Fist,Stellar,Wicked Blow,Sucker Punch,Close Combat,Detect
4134,Incineroar,Safety Goggles,Intimidate,Poison,Flare Blitz,Knock Off,Fake Out,Parting Shot
4134,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
4134,Pelipper,Focus Sash,Drizzle,Flying,Hurricane,Tailwind,Protect,Wide Guard
4134,Archaludon,Assault Vest,Stamina,Fairy,Electro Shot,Draco Meteor,Flash Cannon,Body Press
4134,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Close Combat,Aqua Jet,U-turn
4134,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Protect
4135,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Knock Off,Flare Blitz,Parting Shot
4135,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
4135,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect
4135,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
4135,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4135,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind
4136,Grimmsnarl,Light Clay,Prankster,Ghost,Light Screen,Thunder Wave,Parting Shot,Spirit Break
4136,Porygon2,Eviolite,Download,Ghost,Tri Attack,Eerie Impulse,Recover,Trick Room
4136,Gholdengo,Life Orb,Good as Gold,Normal,Make It Rain,Shadow Ball,Nasty Plot,Protect
4136,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Spore,Pollen Puff,Rage Powder
4136,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Swords Dance,Spiky Shield
4136,Incineroar,Assault Vest,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Snarl
4137,Regidrago,Dragon Fang,Dragon's Maw,Steel,Dragon Energy,Draco Meteor,Earth Power,Protect
4137,Tornadus,Focus Sash,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect
4137,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
4137,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Dazzling Gleam,Helping Hand,Trick Room
4137,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect
4137,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
4138,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Sucker Punch,Close Combat,Wicked Blow
4138,Tornadus,Covert Cloak,Prankster,Steel,Protect,Tailwind,Sunny Day,Bleakwind Storm
4138,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Icy Wind,Moonblast,Protect
4138,Glimmora,Power Herb,Toxic Debris,Grass,Spiky Shield,Sludge Bomb,Earth Power,Meteor Beam
4138,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me
4138,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Dark Pulse,Overheat,Snarl,Heat Wave
4139,Oranguru,Mental Herb,Inner Focus,Fairy,Instruct,Trick Room,Foul Play,Protect
4139,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Dazzling Gleam,Psychic,Trick Room,Helping Hand
4139,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,High Horsepower,Wood Hammer
4139,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect
4139,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
4139,Incineroar,Safety Goggles,Intimidate,Poison,Fake Out,Flare Blitz,Parting Shot,Throat Chop
4140,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
4140,Urshifu,Choice Band,Unseen Fist,Dark,Wicked Blow,Close Combat,U-turn,Sucker Punch
4140,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect
4140,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot
4140,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Protect,Tailwind,Taunt
4140,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Nasty Plot,Trick Room
4141,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Breaking Swipe,Heat Crash,Howl
4141,Kingambit,Safety Goggles,Defiant,Dragon,Iron Head,Kowtow Cleave,Protect,Sucker Punch
4141,Iron Hands,Assault Vest,Quark Drive,Water,Fake Out,Drain Punch,Heavy Slam,Wild Charge
4141,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Imprison,Protect
4141,Tornadus,Rocky Helmet,Prankster,Steel,Tailwind,Bleakwind Storm,Icy Wind,Protect
4141,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me
4142,Gouging Fire,Booster Energy,Protosynthesis,Grass,Heat Crash,Breaking Swipe,Burning Bulwark,Howl
4142,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Protect,Swords Dance
4142,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song
4142,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect
4142,Ting-Lu,Clear Amulet,Vessel of Ruin,Poison,Payback,Stomping Tantrum,Heavy Slam,Protect
4142,Gyarados,Rocky Helmet,Intimidate,Ghost,Waterfall,Taunt,Thunder Wave,Protect
4143,Incineroar,Safety Goggles,Intimidate,Ghost,Parting Shot,Fake Out,Knock Off,Flare Blitz
4143,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Thunderclap,Tera Blast
4143,Porygon2,Eviolite,Download,Ghost,Recover,Trick Room,Tera Blast,Ice Beam
4143,Venusaur,Life Orb,Chlorophyll,Fire,Protect,Earth Power,Sludge Bomb,Giga Drain
4143,Landorus-Therian,Choice Scarf,Intimidate,Flying,Rock Slide,U-turn,Tera Blast,Stomping Tantrum
4143,Torkoal,Charcoal,Drought,Fire,Protect,Helping Hand,Burning Jealousy,Eruption
4144,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4144,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Dazzling Gleam,Moonblast,Power Gem
4144,Heatran,Leftovers,Flash Fire,Fairy,Earth Power,Heat Wave,Flash Cannon,Protect
4144,Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Glaive Rush,Ice Shard,Swords Dance,Protect
4144,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Fake Out,Grassy Glide
4144,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Parting Shot,Throat Chop,Flare Blitz
4145,Metagross,Assault Vest,Clear Body,Rock,Heavy Slam,Rock Slide,Psychic Fangs,Bullet Punch
4145,Suicune,Wiki Berry,Inner Focus,Grass,Scald,Snarl,Icy Wind,Tailwind
4145,Grimmsnarl,Light Clay,Prankster,Dark,Spirit Break,Sucker Punch,Reflect,Light Screen
4145,Entei,Sitrus Berry,Inner Focus,Grass,Sacred Fire,Protect,Stomping Tantrum,Extreme Speed
4145,Ogerpon,Covert Cloak,Defiant,Grass,Spiky Shield,Taunt,Superpower,Ivy Cudgel
4145,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sucker Punch,Sacred Sword
4146,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me
4146,Tornadus,Rocky Helmet,Prankster,Steel,Protect,Bleakwind Storm,Rain Dance,Tailwind
4146,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out
4146,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Icy Wind,Taunt
4146,Landorus,Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Sandsear Storm
4146,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Wicked Blow,Close Combat,Sucker Punch
4147,Farigiraf,Sitrus Berry,Cud Chew,Fairy,Psychic Noise,Dazzling Gleam,Nasty Plot,Trick Room
4147,Incineroar,Iapapa Berry,Intimidate,Dragon,Fake Out,Flare Blitz,Knock Off,Parting Shot
4147,Ursaluna-Bloodmoon,Throat Spray,Mind’s Eye,Normal,Blood Moon,Hyper Voice,Earth Power,Protect
4147,Torkoal,Rocky Helmet,Drought,Fire,Eruption,Heat Wave,Earth Power,Protect
4147,Urshifu,Iron Ball,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
4147,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
4148,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Protect,Sucker Punch,Sacred Sword
4148,Zapdos-Galar,Choice Scarf,Defiant,Flying,U-turn,Brave Bird,Close Combat,Knock Off
4148,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Parting Shot,Flare Blitz,Fake Out
4148,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Dazzling Gleam,Trick Room,Psychic,Helping Hand
4148,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Protect,Blood Moon,Hyper Voice,Earth Power
4148,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Follow Me,Ivy Cudgel
4149,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4149,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark
4149,Kingambit,Assault Vest,Defiant,Fairy,Assurance,Sucker Punch,Low Kick,Tera Blast
4149,Gholdengo,Metal Coat,Good as Gold,Fairy,Shadow Ball,Make It Rain,Nasty Plot,Protect
4149,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect
4149,Rillaboom,Miracle Seed,Grassy Surge,Grass,Grassy Glide,Wood Hammer,Fake Out,Protect
4150,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
4150,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Perish Song,Shadow Ball
4150,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Protect,Sucker Punch,Sacred Sword
4150,Kingambit,Black Glasses,Defiant,Dark,Kowtow Cleave,Protect,Sucker Punch,Swords Dance
4150,Rillaboom,Assault Vest,Grassy Surge,Fire,High Horsepower,Grassy Glide,Fake Out,Wood Hammer
4150,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Breaking Swipe,Howl,Heat Crash
4151,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Draco Meteor,Snarl
4151,Urshifu,Choice Band,Unseen Fist,Poison,Wicked Blow,Sucker Punch,Close Combat,Poison Jab
4151,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Will-O-Wisp,Parting Shot
